Gmt time,Open,High,Low,Close,Volume
14.08.2017 00:00:00.000,1.18252,1.18386,1.17686,1.17759,203309.3438
15.08.2017 00:00:00.000,1.17760,1.17929,1.16874,1.17406,244410.5938
16.08.2017 00:00:00.000,1.17404,1.17797,1.16818,1.17741,242979.8594
17.08.2017 00:00:00.000,1.17739,1.17901,1.16625,1.17161,257400.1875
18.08.2017 00:00:00.000,1.17161,1.17746,1.17104,1.17622,218310.1563
20.08.2017 00:00:00.000,1.17643,1.17650,1.17504,1.17564,7052.7598
21.08.2017 00:00:00.000,1.17564,1.18283,1.17312,1.18116,190706.2031
22.08.2017 00:00:00.000,1.18115,1.18246,1.17454,1.17618,201515.2031
23.08.2017 00:00:00.000,1.17620,1.18235,1.17405,1.18161,226717.625
24.08.2017 00:00:00.000,1.18158,1.18175,1.17844,1.17979,219925.5625
